Tid,Temp.,Nedbør mm,Vindbeskrivelse,Vind [m/s],Vindkast [m/s],Log Time,Sted
11,18°,0,6 m/s fra øst med vindkast på 12 m/s,6,12,08/22/21 10:55:06,Falster
12,19°,0,6 m/s fra øst med vindkast på 11 m/s,6,11,08/22/21 11:55:05,Falster
13,19°,0,6 m/s fra øst med vindkast på 12 m/s,6,12,08/22/21 12:55:05,Falster
14,20°,0,6 m/s fra øst med vindkast på 12 m/s,6,12,08/22/21 13:55:05,Falster
15,20°,0,6 m/s fra øst med vindkast på 11 m/s,6,11,08/22/21 14:55:05,Falster
16,20°,0,6 m/s fra øst med vindkast på 11 m/s,6,11,08/22/21 15:55:04,Falster
17,20°,0,6 m/s fra øst med vindkast på 11 m/s,6,11,08/22/21 16:55:05,Falster
18,19°,0,6 m/s fra øst med vindkast på 11 m/s,6,11,08/22/21 17:55:05,Falster
19,19°,0,6 m/s fra øst med vindkast på 11 m/s,6,11,08/22/21 18:55:05,Falster
20,17°,0,4 m/s fra øst med vindkast på 10 m/s,4,10,08/22/21 19:55:05,Falster
21,16°,0,3 m/s fra nordøst med vindkast på 7 m/s,3,7,08/22/21 20:55:05,Falster
22,16°,0,4 m/s fra nordøst med vindkast på 7 m/s,4,7,08/22/21 21:55:05,Falster
23,15°,0,3 m/s fra nordøst med vindkast på 6 m/s,3,6,08/22/21 22:55:04,Falster
0,13°,0,3 m/s fra nordøst med vindkast på 5 m/s,3,5,08/22/21 23:55:05,Falster
1,14°,0,3 m/s fra nordøst med vindkast på 5 m/s,3,5,08/23/21 00:55:05,Falster
2,13°,0,3 m/s fra nordøst med vindkast på 5 m/s,3,5,08/23/21 01:55:05,Falster
3,13°,0,3 m/s fra nordøst med vindkast på 5 m/s,3,5,08/23/21 02:55:05,Falster
4,13°,0,3 m/s fra nordøst med vindkast på 5 m/s,3,5,08/23/21 03:55:05,Falster
5,13°,0,3 m/s fra nordøst med vindkast på 5 m/s,3,5,08/23/21 04:55:05,Falster
6,12°,0,3 m/s fra nord med vindkast på 4 m/s,3,4,08/23/21 05:55:05,Falster
7,13°,0,2 m/s fra nord med vindkast på 4 m/s,2,4,08/23/21 06:55:05,Falster
8,15°,0,3 m/s fra nordøst med vindkast på 4 m/s,3,4,08/23/21 07:55:05,Falster
9,18°,0,4 m/s fra nordøst med vindkast på 7 m/s,4,7,08/23/21 08:55:05,Falster
10,18°,0,4 m/s fra nordøst med vindkast på 8 m/s,4,8,08/23/21 09:55:05,Falster
11,20°,0,4 m/s fra nordøst med vindkast på 8 m/s,4,8,08/23/21 10:55:05,Falster
12,21°,0,4 m/s fra nordøst med vindkast på 9 m/s,4,9,08/23/21 11:55:05,Falster
13,21°,0,4 m/s fra nordøst med vindkast på 9 m/s,4,9,08/23/21 12:55:05,Falster
14,22°,0,4 m/s fra nordøst med vindkast på 9 m/s,4,9,08/23/21 13:55:06,Falster
15,22°,0,4 m/s fra øst med vindkast på 9 m/s,4,9,08/23/21 14:55:05,Falster
16,22°,0,4 m/s fra øst med vindkast på 8 m/s,4,8,08/23/21 15:55:05,Falster
17,21°,0,5 m/s fra øst med vindkast på 9 m/s,5,9,08/23/21 16:55:05,Falster
18,20°,0,5 m/s fra øst med vindkast på 9 m/s,5,9,08/23/21 17:55:05,Falster
19,20°,0,3 m/s fra øst med vindkast på 8 m/s,3,8,08/23/21 18:55:05,Falster
20,18°,0,2 m/s fra øst med vindkast på 6 m/s,2,6,08/23/21 19:55:05,Falster
21,16°,0,1 m/s fra nordøst med vindkast på 3 m/s,1,3,08/23/21 20:55:05,Falster
22,14°,0,1 m/s fra nord med vindkast på 2 m/s,1,2,08/23/21 21:55:05,Falster
23,13°,0,1 m/s fra nordøst med vindkast på 2 m/s,1,2,08/23/21 22:55:05,Falster
0,13°,0,2 m/s fra nordøst med vindkast på 2 m/s,2,2,08/23/21 23:55:05,Falster
1,12°,0,2 m/s fra nord med vindkast på 2 m/s,2,2,08/24/21 00:55:05,Falster
2,12°,0,2 m/s fra nord med vindkast på 2 m/s,2,2,08/24/21 01:55:06,Falster
3,12°,0,1 m/s fra nordvest med vindkast på 2 m/s,1,2,08/24/21 02:55:05,Falster
4,11°,0,2 m/s fra nord med vindkast på 2 m/s,2,2,08/24/21 03:55:05,Falster
5,11°,0,1 m/s fra nord med vindkast på 2 m/s,1,2,08/24/21 04:55:05,Falster
6,10°,0,1 m/s fra nord med vindkast på 2 m/s,1,2,08/24/21 05:55:05,Falster
7,11°,0,2 m/s fra nord med vindkast på 2 m/s,2,2,08/24/21 06:55:05,Falster
8,13°,0,1 m/s fra nord med vindkast på 2 m/s,1,2,08/24/21 07:55:05,Falster
9,16°,0,1 m/s fra nordøst med vindkast på 1 m/s,1,1,08/24/21 08:55:05,Falster
10,18°,0,1 m/s fra nord med vindkast på 3 m/s,1,3,08/24/21 09:55:05,Falster
11,19°,0,1 m/s fra nordøst med vindkast på 3 m/s,1,3,08/24/21 10:55:05,Falster
12,19°,0,2 m/s fra øst med vindkast på 5 m/s,2,5,08/24/21 11:55:05,Falster
13,21°,0,2 m/s fra sørøst med vindkast på 6 m/s,2,6,08/24/21 12:55:05,Falster
14,21°,0,3 m/s fra sørøst med vindkast på 7 m/s,3,7,08/24/21 13:55:06,Falster
15,22°,0,3 m/s fra sørøst med vindkast på 7 m/s,3,7,08/24/21 14:55:05,Falster
16,22°,0,4 m/s fra sør med vindkast på 8 m/s,4,8,08/24/21 15:55:05,Falster
17,21°,0,4 m/s fra sør med vindkast på 8 m/s,4,8,08/24/21 16:55:05,Falster
18,21°,0,3 m/s fra sør med vindkast på 7 m/s,3,7,08/24/21 17:55:04,Falster
19,20°,0,3 m/s fra sørvest med vindkast på 5 m/s,3,5,08/24/21 18:55:05,Falster
20,18°,0,3 m/s fra sørvest med vindkast på 5 m/s,3,5,08/24/21 19:55:05,Falster
21,16°,0,2 m/s fra sør med vindkast på 4 m/s,2,4,08/24/21 20:55:05,Falster
22,16°,0,2 m/s fra sørvest med vindkast på 3 m/s,2,3,08/24/21 21:55:04,Falster
23,16°,0,2 m/s fra sørvest med vindkast på 3 m/s,2,3,08/24/21 22:55:05,Falster
0,16°,0,2 m/s fra sørvest med vindkast på 4 m/s,2,4,08/24/21 23:55:05,Falster
1,15°,0,3 m/s fra vest med vindkast på 4 m/s,3,4,08/25/21 00:55:05,Falster
2,15°,0,3 m/s fra sørvest med vindkast på 5 m/s,3,5,08/25/21 01:55:05,Falster
3,15°,0,3 m/s fra vest med vindkast på 5 m/s,3,5,08/25/21 02:55:05,Falster
4,14°,0,3 m/s fra vest med vindkast på 5 m/s,3,5,08/25/21 03:55:05,Falster
5,14°,0,3 m/s fra vest med vindkast på 6 m/s,3,6,08/25/21 04:55:05,Falster
6,14°,0,4 m/s fra vest med vindkast på 6 m/s,4,6,08/25/21 05:55:05,Falster
7,15°,0,5 m/s fra vest med vindkast på 8 m/s,5,8,08/25/21 06:55:05,Falster
8,16°,0,7 m/s fra vest med vindkast på 11 m/s,7,11,08/25/21 07:55:05,Falster
9,16°,0,7 m/s fra vest med vindkast på 13 m/s,7,13,08/25/21 08:55:05,Falster
10,16°,0,8 m/s fra vest med vindkast på 13 m/s,8,13,08/25/21 09:55:05,Falster
11,17°,0,8 m/s fra vest med vindkast på 13 m/s,8,13,08/25/21 10:55:05,Falster
12,17°,0,8 m/s fra vest med vindkast på 14 m/s,8,14,08/25/21 11:55:05,Falster
13,17°,0,9 m/s fra vest med vindkast på 16 m/s,9,16,08/25/21 12:55:05,Falster
14,17°,0,9 m/s fra vest med vindkast på 16 m/s,9,16,08/25/21 13:55:05,Falster
15,17°,0,9 m/s fra vest med vindkast på 16 m/s,9,16,08/25/21 14:55:05,Falster
16,17°,0,8 m/s fra vest med vindkast på 16 m/s,8,16,08/25/21 15:55:05,Falster
17,17°,0,9 m/s fra vest med vindkast på 15 m/s,9,15,08/25/21 16:55:05,Falster
18,17°,0,7 m/s fra vest med vindkast på 16 m/s,7,16,08/25/21 17:55:04,Falster
19,18°,0,6 m/s fra vest med vindkast på 12 m/s,6,12,08/25/21 18:55:04,Falster
20,18°,0,5 m/s fra vest med vindkast på 11 m/s,5,11,08/25/21 19:55:05,Falster
21,18°,0,6 m/s fra vest med vindkast på 10 m/s,6,10,08/25/21 20:55:05,Falster
22,16°,0,6 m/s fra nordvest med vindkast på 11 m/s,6,11,08/25/21 21:55:05,Falster
23,16°,0,5 m/s fra nordvest med vindkast på 10 m/s,5,10,08/25/21 22:55:04,Falster
0,16°,0,5 m/s fra nordvest med vindkast på 9 m/s,5,9,08/25/21 23:55:05,Falster
1,15°,0,4 m/s fra nordvest med vindkast på 8 m/s,4,8,08/26/21 00:55:05,Falster
2,15°,0,4 m/s fra nordvest med vindkast på 7 m/s,4,7,08/26/21 01:55:05,Falster
3,14°,0,4 m/s fra nord med vindkast på 7 m/s,4,7,08/26/21 02:55:05,Falster
4,14°,0,4 m/s fra nord med vindkast på 7 m/s,4,7,08/26/21 03:55:05,Falster
5,13°,0,2 m/s fra nord med vindkast på 6 m/s,2,6,08/26/21 04:55:05,Falster
6,11°,0,2 m/s fra nordvest med vindkast på 4 m/s,2,4,08/26/21 05:55:06,Falster
7,12°,0,2 m/s fra nordvest med vindkast på 4 m/s,2,4,08/26/21 06:55:06,Falster
8,14°,0,2 m/s fra nordvest med vindkast på 4 m/s,2,4,08/26/21 07:55:06,Falster
9,16°,0,4 m/s fra nord med vindkast på 7 m/s,4,7,08/26/21 08:55:06,Falster
10,13°,0,7 m/s fra nord med vindkast på 12 m/s,7,12,08/26/21 09:55:05,Falster
11,15°,0,7 m/s fra nord med vindkast på 12 m/s,7,12,08/26/21 10:55:06,Falster
12,18°,0,8 m/s fra nord med vindkast på 14 m/s,8,14,08/26/21 11:55:06,Falster
13,16°,0,8 m/s fra nord med vindkast på 15 m/s,8,15,08/26/21 12:55:06,Falster
14,14°,0,7 m/s fra nord med vindkast på 14 m/s,7,14,08/26/21 13:55:05,Falster
15,15°,0,7 m/s fra nord med vindkast på 12 m/s,7,12,08/26/21 14:55:06,Falster
16,16°,0,7 m/s fra nord med vindkast på 14 m/s,7,14,08/26/21 15:55:07,Falster
17,15°,0,6 m/s fra nord med vindkast på 13 m/s,6,13,08/26/21 16:55:06,Falster
18,15°,0,6 m/s fra nord med vindkast på 11 m/s,6,11,08/26/21 17:55:06,Falster
19,15°,0,6 m/s fra nord med vindkast på 11 m/s,6,11,08/26/21 18:55:06,Falster
20,14°,0,5 m/s fra nord med vindkast på 10 m/s,5,10,08/26/21 19:55:06,Falster
21,14°,0,5 m/s fra nord med vindkast på 9 m/s,5,9,08/26/21 20:55:05,Falster
22,14°,"0–0,2",5 m/s fra nord med vindkast på 9 m/s,5,9,08/26/21 21:55:05,Falster
23,13°,"0–0,7",4 m/s fra nord med vindkast på 9 m/s,4,9,08/26/21 22:55:05,Falster
0,12°,0–1,4 m/s fra nord med vindkast på 8 m/s,4,8,08/26/21 23:55:05,Falster
1,14°,"0–0,5",5 m/s fra nord med vindkast på 9 m/s,5,9,08/27/21 00:55:05,Falster
2,14°,0–1,5 m/s fra nord med vindkast på 9 m/s,5,9,08/27/21 01:55:05,Falster
3,13°,0–1,5 m/s fra nord med vindkast på 8 m/s,5,8,08/27/21 02:55:05,Falster
4,13°,"0–0,8",4 m/s fra nord med vindkast på 8 m/s,4,8,08/27/21 03:55:05,Falster
5,14°,"0–0,7",5 m/s fra nord med vindkast på 8 m/s,5,8,08/27/21 04:55:05,Falster
6,14°,"0–0,8",6 m/s fra nordøst med vindkast på 9 m/s,6,9,08/27/21 05:55:05,Falster
7,14°,"0–0,5",5 m/s fra nordøst med vindkast på 9 m/s,5,9,08/27/21 06:55:06,Falster
8,14°,"0–0,3",5 m/s fra nordøst med vindkast på 9 m/s,5,9,08/27/21 07:55:06,Falster
9,15°,"0–0,2",5 m/s fra nordøst med vindkast på 9 m/s,5,9,08/27/21 08:55:06,Falster
10,16°,0,5 m/s fra nordøst med vindkast på 10 m/s,5,10,08/27/21 09:55:06,Falster
11,17°,0,5 m/s fra nordøst med vindkast på 10 m/s,5,10,08/27/21 10:55:06,Falster
12,17°,0,5 m/s fra nordøst med vindkast på 10 m/s,5,10,08/27/21 11:55:06,Falster
13,18°,0,5 m/s fra nordøst med vindkast på 10 m/s,5,10,08/27/21 12:55:05,Falster
14,19°,0,5 m/s fra nordøst med vindkast på 10 m/s,5,10,08/27/21 13:55:06,Falster
15,19°,"0–0,2",5 m/s fra nordøst med vindkast på 10 m/s,5,10,08/27/21 14:55:06,Falster
16,19°,0,4 m/s fra nordøst med vindkast på 10 m/s,4,10,08/27/21 15:55:06,Falster
17,19°,0,5 m/s fra nordøst med vindkast på 10 m/s,5,10,08/27/21 16:55:06,Falster
18,18°,"0–0,9",6 m/s fra nordøst med vindkast på 11 m/s,6,11,08/27/21 17:55:06,Falster
19,17°,"0–1,4",5 m/s fra nordøst med vindkast på 10 m/s,5,10,08/27/21 18:55:05,Falster
20,16°,"0–2,3",4 m/s fra nordøst med vindkast på 9 m/s,4,9,08/27/21 19:55:06,Falster
21,16°,0–2,3 m/s fra nordøst med vindkast på 7 m/s,3,7,08/27/21 20:55:06,Falster
22,16°,"0,1–0,8",4 m/s fra nordøst med vindkast på 8 m/s,4,8,08/27/21 21:55:06,Falster
23,16°,"0–0,8",5 m/s fra nordøst med vindkast på 9 m/s,5,9,08/27/21 22:55:05,Falster
0,15°,"0–1,1",6 m/s fra nordøst med vindkast på 11 m/s,6,11,08/27/21 23:55:05,Falster
1,15°,"0–0,7",6 m/s fra nordøst med vindkast på 11 m/s,6,11,08/28/21 00:55:05,Falster
2,15°,"0–0,8",6 m/s fra nordøst med vindkast på 11 m/s,6,11,08/28/21 01:55:05,Falster
3,15°,"0–1,3",7 m/s fra nordøst med vindkast på 11 m/s,7,11,08/28/21 02:55:06,Falster
4,15°,"0–0,9",6 m/s fra nordøst med vindkast på 10 m/s,6,10,08/28/21 03:55:05,Falster
5,15°,0–1,7 m/s fra nordøst med vindkast på 11 m/s,7,11,08/28/21 04:55:05,Falster
6,15°,"0–0,7",6 m/s fra nordøst med vindkast på 11 m/s,6,11,08/28/21 05:55:05,Falster
7,15°,"0–0,3",6 m/s fra nordøst med vindkast på 11 m/s,6,11,08/28/21 06:55:05,Falster
8,15°,"0–0,3",7 m/s fra nordøst med vindkast på 11 m/s,7,11,08/28/21 07:55:05,Falster
9,14°,"0–1,9",6 m/s fra nordøst med vindkast på 11 m/s,6,11,08/28/21 08:55:05,Falster
10,14°,0–2,5 m/s fra nord med vindkast på 10 m/s,5,10,08/28/21 09:55:05,Falster
11,14°,"0–0,3",4 m/s fra nord med vindkast på 7 m/s,4,7,08/28/21 10:55:05,Falster
12,15°,"0–0,6",4 m/s fra nord med vindkast på 8 m/s,4,8,08/28/21 11:55:06,Falster
13,16°,"0–0,4",5 m/s fra nord med vindkast på 8 m/s,5,8,08/28/21 12:55:07,Falster
14,16°,"0–0,3",4 m/s fra nord med vindkast på 8 m/s,4,8,08/28/21 13:55:05,Falster
15,16°,"0–0,3",3 m/s fra nord med vindkast på 6 m/s,3,6,08/28/21 14:55:06,Falster
16,16°,"0–0,5",4 m/s fra nord med vindkast på 7 m/s,4,7,08/28/21 15:55:06,Falster
17,16°,"0–0,6",3 m/s fra nord med vindkast på 7 m/s,3,7,08/28/21 16:55:05,Falster
18,16°,"0–0,6",3 m/s fra nord med vindkast på 6 m/s,3,6,08/28/21 17:55:06,Falster
19,16°,"0–0,3",3 m/s fra nord med vindkast på 5 m/s,3,5,08/28/21 18:55:06,Falster
20,16°,"0–0,6",3 m/s fra nord med vindkast på 5 m/s,3,5,08/28/21 19:55:06,Falster
21,15°,"0–0,3",4 m/s fra nord med vindkast på 6 m/s,4,6,08/28/21 20:55:06,Falster
22,15°,0,3 m/s fra nord med vindkast på 6 m/s,3,6,08/28/21 21:55:06,Falster
23,15°,0,3 m/s fra nord med vindkast på 5 m/s,3,5,08/28/21 22:55:05,Falster
0,14°,"0–0,2",4 m/s fra nord med vindkast på 6 m/s,4,6,08/28/21 23:55:05,Falster
1,14°,"0–0,3",3 m/s fra nord med vindkast på 6 m/s,3,6,08/29/21 00:55:05,Falster
2,14°,"0–0,6",3 m/s fra nord med vindkast på 5 m/s,3,5,08/29/21 01:55:05,Falster
3,15°,"0–0,6",3 m/s fra nord med vindkast på 5 m/s,3,5,08/29/21 02:55:05,Falster
4,15°,"0–0,6",3 m/s fra nord med vindkast på 5 m/s,3,5,08/29/21 03:55:05,Falster
5,15°,"0–0,6",3 m/s fra nord med vindkast på 5 m/s,3,5,08/29/21 04:55:05,Falster
6,15°,"0–0,5",3 m/s fra nord med vindkast på 6 m/s,3,6,08/29/21 05:55:05,Falster
7,15°,"0–0,2",4 m/s fra nordøst med vindkast på 7 m/s,4,7,08/29/21 06:55:05,Falster
8,16°,"0–0,2",5 m/s fra nordøst med vindkast på 9 m/s,5,9,08/29/21 07:55:05,Falster
9,16°,0,5 m/s fra nordøst med vindkast på 9 m/s,5,9,08/29/21 08:55:05,Falster
10,16°,"0–0,2",5 m/s fra nordøst med vindkast på 9 m/s,5,9,08/29/21 09:55:05,Falster
11,17°,0,6 m/s fra nordøst med vindkast på 11 m/s,6,11,08/29/21 10:55:05,Falster
12,18°,0,6 m/s fra nordøst med vindkast på 11 m/s,6,11,08/29/21 11:55:05,Falster
13,17°,0,6 m/s fra nordøst med vindkast på 10 m/s,6,10,08/29/21 12:55:05,Falster
14,17°,0,5 m/s fra nordøst med vindkast på 9 m/s,5,9,08/29/21 13:55:05,Falster
15,19°,0,5 m/s fra nordøst med vindkast på 10 m/s,5,10,08/29/21 14:55:05,Falster
16,20°,0,6 m/s fra nordøst med vindkast på 11 m/s,6,11,08/29/21 15:55:05,Falster
17,19°,0,5 m/s fra nordøst med vindkast på 11 m/s,5,11,08/29/21 16:55:05,Falster
18,16°,0,3 m/s fra øst med vindkast på 9 m/s,3,9,08/29/21 17:55:05,Falster
19,17°,0,3 m/s fra øst med vindkast på 7 m/s,3,7,08/29/21 18:55:05,Falster
20,17°,0,1 m/s fra nordøst med vindkast på 6 m/s,1,6,08/29/21 19:55:05,Falster
21,17°,0,1 m/s fra nord med vindkast på 2 m/s,1,2,08/29/21 20:55:05,Falster
22,17°,0,1 m/s fra nord med vindkast på 2 m/s,1,2,08/29/21 21:55:04,Falster
23,16°,0,2 m/s fra nord med vindkast på 4 m/s,2,4,08/29/21 22:55:05,Falster
0,17°,0,4 m/s fra nordøst med vindkast på 7 m/s,4,7,08/29/21 23:55:05,Falster
1,17°,0,4 m/s fra nordøst med vindkast på 8 m/s,4,8,08/30/21 00:55:05,Falster
2,18°,0,5 m/s fra nordøst med vindkast på 8 m/s,5,8,08/30/21 01:55:05,Falster
3,16°,0,5 m/s fra nordøst med vindkast på 9 m/s,5,9,08/30/21 02:55:05,Falster
4,15°,0,4 m/s fra nordøst med vindkast på 8 m/s,4,8,08/30/21 03:55:05,Falster
5,15°,0,4 m/s fra nord med vindkast på 7 m/s,4,7,08/30/21 04:55:05,Falster
6,15°,0,4 m/s fra nordøst med vindkast på 7 m/s,4,7,08/30/21 05:55:05,Falster
7,15°,0,5 m/s fra nordøst med vindkast på 8 m/s,5,8,08/30/21 06:55:05,Falster
8,16°,0,6 m/s fra nordøst med vindkast på 10 m/s,6,10,08/30/21 07:55:05,Falster
9,17°,0,6 m/s fra nordøst med vindkast på 11 m/s,6,11,08/30/21 08:55:04,Falster
10,17°,0,6 m/s fra nordøst med vindkast på 11 m/s,6,11,08/30/21 09:55:05,Falster
11,17°,0,6 m/s fra nordøst med vindkast på 11 m/s,6,11,08/30/21 10:55:05,Falster
12,18°,0,5 m/s fra nordøst med vindkast på 10 m/s,5,10,08/30/21 11:55:05,Falster
13,19°,0,5 m/s fra nordøst med vindkast på 10 m/s,5,10,08/30/21 12:55:05,Falster
14,20°,0,6 m/s fra nordøst med vindkast på 11 m/s,6,11,08/30/21 13:55:06,Falster
15,20°,0,6 m/s fra nordøst med vindkast på 11 m/s,6,11,08/30/21 14:55:07,Falster
16,20°,0,7 m/s fra nordøst med vindkast på 12 m/s,7,12,08/30/21 15:55:06,Falster
17,20°,0,4 m/s fra øst med vindkast på 11 m/s,4,11,08/30/21 16:55:06,Falster
18,19°,0,3 m/s fra øst med vindkast på 8 m/s,3,8,08/30/21 17:55:06,Falster
19,19°,0,1 m/s fra nordøst med vindkast på 5 m/s,1,5,08/30/21 18:55:06,Falster
20,19°,0,0 m/s fra nordvest med vindkast på 2 m/s,0,2,08/30/21 19:55:06,Falster
21,18°,0,1 m/s fra vest med vindkast på 2 m/s,1,2,08/30/21 20:55:06,Falster
22,17°,0,3 m/s fra nord med vindkast på 5 m/s,3,5,08/30/21 21:55:06,Falster
23,16°,0,3 m/s fra nord med vindkast på 5 m/s,3,5,08/30/21 22:55:05,Falster
0,15°,0,3 m/s fra nord med vindkast på 5 m/s,3,5,08/30/21 23:55:05,Falster
1,13°,0,2 m/s fra nord med vindkast på 4 m/s,2,4,08/31/21 00:55:06,Falster
2,13°,0,2 m/s fra nord med vindkast på 3 m/s,2,3,08/31/21 01:55:05,Falster
3,13°,0,3 m/s fra nord med vindkast på 4 m/s,3,4,08/31/21 02:55:05,Falster
4,14°,0,3 m/s fra nord med vindkast på 4 m/s,3,4,08/31/21 03:55:07,Falster
5,14°,0,3 m/s fra nord med vindkast på 5 m/s,3,5,08/31/21 04:55:07,Falster
6,13°,0,3 m/s fra nord med vindkast på 4 m/s,3,4,08/31/21 05:55:06,Falster
7,13°,0,3 m/s fra nord med vindkast på 4 m/s,3,4,08/31/21 06:55:06,Falster
8,14°,0,3 m/s fra nord med vindkast på 5 m/s,3,5,08/31/21 07:55:06,Falster
9,17°,0,4 m/s fra nordøst med vindkast på 7 m/s,4,7,08/31/21 08:55:06,Falster
10,18°,0,5 m/s fra nord med vindkast på 9 m/s,5,9,08/31/21 09:55:05,Falster
11,19°,0,6 m/s fra nord med vindkast på 10 m/s,6,10,08/31/21 10:55:06,Falster
12,20°,0,5 m/s fra nord med vindkast på 11 m/s,5,11,08/31/21 11:55:06,Falster
13,21°,0,5 m/s fra nordøst med vindkast på 10 m/s,5,10,08/31/21 12:55:05,Falster
14,22°,0,4 m/s fra nord med vindkast på 9 m/s,4,9,08/31/21 13:55:06,Falster
15,22°,0,5 m/s fra nord med vindkast på 9 m/s,5,9,08/31/21 14:55:06,Falster
16,22°,0,4 m/s fra nord med vindkast på 9 m/s,4,9,08/31/21 15:55:05,Falster
17,22°,0,4 m/s fra nord med vindkast på 8 m/s,4,8,08/31/21 16:55:06,Falster
18,22°,0,4 m/s fra nord med vindkast på 8 m/s,4,8,08/31/21 17:55:05,Falster
19,21°,0,5 m/s fra nord med vindkast på 10 m/s,5,10,08/31/21 18:55:06,Falster
20,19°,0,4 m/s fra nord med vindkast på 8 m/s,4,8,08/31/21 19:55:05,Falster
21,17°,0,2 m/s fra nord med vindkast på 6 m/s,2,6,08/31/21 20:55:05,Falster
22,16°,0,2 m/s fra nordvest med vindkast på 4 m/s,2,4,08/31/21 21:55:05,Falster
23,15°,0,3 m/s fra nordvest med vindkast på 4 m/s,3,4,08/31/21 22:55:05,Falster
0,15°,0,2 m/s fra nordvest med vindkast på 4 m/s,2,4,08/31/21 23:55:05,Falster
1,14°,0,3 m/s fra nordvest med vindkast på 5 m/s,3,5,09/01/21 00:55:05,Falster
2,14°,0,3 m/s fra nordvest med vindkast på 5 m/s,3,5,09/01/21 01:55:05,Falster
3,14°,0,3 m/s fra nordvest med vindkast på 4 m/s,3,4,09/01/21 02:55:05,Falster
4,14°,0,3 m/s fra nordvest med vindkast på 5 m/s,3,5,09/01/21 03:55:05,Falster
5,14°,0,3 m/s fra nordvest med vindkast på 5 m/s,3,5,09/01/21 04:55:05,Falster
6,14°,0,3 m/s fra nord med vindkast på 5 m/s,3,5,09/01/21 05:55:05,Falster
7,13°,0,2 m/s fra nord med vindkast på 4 m/s,2,4,09/01/21 06:55:05,Falster
8,14°,0,2 m/s fra nord med vindkast på 4 m/s,2,4,09/01/21 07:55:05,Falster
9,16°,0,3 m/s fra nord med vindkast på 5 m/s,3,5,09/01/21 08:55:05,Falster
10,19°,0,2 m/s fra nordøst med vindkast på 6 m/s,2,6,09/01/21 09:55:05,Falster
11,20°,0,2 m/s fra nord med vindkast på 5 m/s,2,5,09/01/21 10:55:05,Falster
12,21°,0,2 m/s fra nord med vindkast på 5 m/s,2,5,09/01/21 11:55:05,Falster
13,23°,0,3 m/s fra nord med vindkast på 7 m/s,3,7,09/01/21 12:55:05,Falster
14,23°,0,3 m/s fra nordvest med vindkast på 8 m/s,3,8,09/01/21 13:55:04,Falster
15,23°,0,4 m/s fra nordvest med vindkast på 9 m/s,4,9,09/01/21 14:55:04,Falster
16,23°,0,5 m/s fra nordvest med vindkast på 10 m/s,5,10,09/01/21 15:55:05,Falster
17,22°,0,6 m/s fra nordvest med vindkast på 10 m/s,6,10,09/01/21 16:55:06,Falster
18,22°,0,5 m/s fra nordvest med vindkast på 10 m/s,5,10,09/01/21 17:55:06,Falster
19,21°,0,3 m/s fra vest med vindkast på 9 m/s,3,9,09/01/21 18:55:07,Falster
20,19°,0,2 m/s fra vest med vindkast på 5 m/s,2,5,09/01/21 19:55:06,Falster
21,18°,0,2 m/s fra vest med vindkast på 3 m/s,2,3,09/01/21 20:55:06,Falster
22,17°,0,2 m/s fra vest med vindkast på 4 m/s,2,4,09/01/21 21:55:05,Falster
23,16°,0,2 m/s fra vest med vindkast på 4 m/s,2,4,09/01/21 22:55:05,Falster
0,15°,0,2 m/s fra vest med vindkast på 4 m/s,2,4,09/01/21 23:55:05,Falster
1,15°,0,2 m/s fra vest med vindkast på 4 m/s,2,4,09/02/21 00:55:05,Falster
2,15°,0,3 m/s fra vest med vindkast på 4 m/s,3,4,09/02/21 01:55:05,Falster
3,14°,0,2 m/s fra vest med vindkast på 4 m/s,2,4,09/02/21 02:55:05,Falster
4,14°,0,2 m/s fra vest med vindkast på 3 m/s,2,3,09/02/21 03:55:05,Falster
5,15°,0,2 m/s fra vest med vindkast på 3 m/s,2,3,09/02/21 04:55:05,Falster
6,15°,0,2 m/s fra sørvest med vindkast på 2 m/s,2,2,09/02/21 05:55:05,Falster
7,15°,0,2 m/s fra sørvest med vindkast på 2 m/s,2,2,09/02/21 06:55:05,Falster
8,16°,0,1 m/s fra vest med vindkast på 3 m/s,1,3,09/02/21 07:55:05,Falster
9,18°,0,2 m/s fra nordvest med vindkast på 4 m/s,2,4,09/02/21 08:55:05,Falster
10,19°,0,1 m/s fra nord med vindkast på 4 m/s,1,4,09/02/21 09:55:05,Falster
11,20°,0,1 m/s fra nordøst med vindkast på 4 m/s,1,4,09/02/21 10:55:05,Falster
12,21°,0,1 m/s fra sørøst med vindkast på 4 m/s,1,4,09/02/21 11:55:05,Falster
13,23°,0,2 m/s fra øst med vindkast på 5 m/s,2,5,09/02/21 12:55:04,Falster
14,23°,0,2 m/s fra sørøst med vindkast på 7 m/s,2,7,09/02/21 13:55:05,Falster
15,23°,0,2 m/s fra sør med vindkast på 6 m/s,2,6,09/02/21 14:55:05,Falster
16,23°,0,3 m/s fra nordvest med vindkast på 7 m/s,3,7,09/02/21 15:55:04,Falster
17,23°,0,3 m/s fra nordvest med vindkast på 7 m/s,3,7,09/02/21 16:55:05,Falster
18,22°,0,3 m/s fra nordvest med vindkast på 7 m/s,3,7,09/02/21 17:55:05,Falster
19,21°,0,4 m/s fra nordvest med vindkast på 7 m/s,4,7,09/02/21 18:55:05,Falster
20,19°,0,3 m/s fra vest med vindkast på 7 m/s,3,7,09/02/21 19:55:05,Falster
